case,kernel,trace_calls_per_encode,s103_gpu_ms_per_encode,s103_kernel_percent,profiled_ns,gpc_mhz,dram_mhz,dram_read_bytes,dram_write_bytes,dram_GB_s,dram_percent,lsu_percent_active,l2_percent_elapsed,fma_percent_active,occupancy_percent,eligible_warps,issue_active_percent,registers_per_thread,static_shared_bytes,long_scoreboard_cycles_per_issue,mio_throttle_cycles_per_issue,anomalies
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<16, 8, 128, 0>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",2.0,0.012496333333333333,0.24524310379290123,6880.0,1262.16085271,5432.55813953,23680.0,98688.0,17.78604651162791,6.82,6.95,6.55,3.24,12.19,0.1,9.84,44.0,256.0,3.04,0.01,
flower_500,"void unnamed>::ForwardDctFactoredKernel<32, 32, unnamed>::AqDctImageSource<32>>(T3, float *, unsigned long long)",1.0,0.012032666666666665,0.23614355039387946,12800.0,1261.38020833,5480.0,1442176.0,1114624.0,199.75,75.94,23.24,24.83,12.58,22.15,0.27,17.65,48.0,8448.0,8.19,0.44,
flower_500,"void unnamed>::CoefficientOrderPopulationKernel<0>(const int *, unnamed>::PopulationBatches, const unsigned char *, unsigned int *)",1.0,0.011925666666666668,0.2340436534556437,12640.0,1263.84493671,5468.35443038,1863808.0,311808.0,172.12151898734177,65.57,16.47,27.14,7.51,59.84,0.53,24.77,30.0,3072.0,17.71,0.06,
flower_500,"unnamed>::SelectionInitializeKernel(unsigned int *, unsigned int *, unsigned int)",8.0,0.010378333333333331,0.20367691953885084,2080.0,1261.53846154,5415.3846153800005,2560.0,2304.0,2.3384615384615386,0.9,11.73,0.89,1.17,15.62,0.08,6.69,16.0,0.0,0.64,0.0,
flower_500,"void unnamed>::ForwardDctFactoredKernel<32, 16, unnamed>::AqDctImageSource<32>>(T3, float *, unsigned long long)",1.0,0.0095685,0.18778377433186072,10080.0,1272.3875661400002,5485.71428571,123776.0,62592.0,18.488888888888887,7.02,4.96,3.03,1.78,4.18,0.06,5.67,40.0,4224.0,14.16,0.0,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<16, 32, 256, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.008603,0.16883563887516304,9312.0,1265.21334479,5479.95418099,30080.0,150144.0,19.353951890034363,7.36,8.23,10.44,4.34,17.04,0.14,13.15,42.0,128.0,6.48,0.01,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<32, 16, 256, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.007829333333333334,0.15365227191676664,8352.0,1268.71807152,5476.37292465,25472.0,55168.0,9.655172413793103,3.67,9.37,7.22,5.0,15.77,0.17,15.19,42.0,128.0,3.65,0.02,
flower_500,"unnamed>::RawQuantKernel(const float *, const unsigned int *, int *, unsigned int *, unsigned int)",4.0,0.0072854999999999994,0.14297943124782056,2560.0,1254.94791667,5400.0,4736.0,8960.0,5.35,2.06,4.17,2.55,1.69,16.11,0.07,6.45,16.0,0.0,14.32,0.14,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<8, 16, 128, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.0068855,0.1351293492357242,7264.0,1262.3898678399999,5427.31277533,24960.0,89088.0,15.700440528634362,6.03,7.9,6.86,4.06,17.71,0.15,13.32,42.0,128.0,5.57,0.02,
flower_500,"unnamed>::FinalizeQuantizerKernel(const float *, unsigned int *, unsigned int *, unsigned int, float)",4.0,0.006645333333333334,0.13041602916096132,2144.0,1254.35323383,5333.33333333,5120.0,256.0,2.5074626865671643,0.98,0.77,1.21,0.56,2.02,0.06,6.04,17.0,0.0,3.6,0.0,
flower_500,"void unnamed>::ForwardDctFactoredKernel<8, 8, unnamed>::AqDctImageSource<8>>(T3, float *, unsigned long long)",1.0,0.0066295,0.1301052967479825,7392.0,1250.45093795,5471.861471859999,972160.0,156160.0,152.64069264069263,58.12,31.59,29.74,10.38,45.73,0.43,23.18,28.0,2304.0,15.45,0.21,
flower_500,"void unnamed>::InverseDctFactoredKernel<16, 32, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.006389666666666668,0.12539851840822971,3840.0,1247.74305556,5422.22222222,11264.0,190464.0,52.53333333333333,20.18,21.95,12.52,9.17,6.61,0.19,18.52,64.0,4352.0,1.27,0.09,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<16, 16, 256, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.0063574999999999994,0.12476724097975694,6848.0,1255.20833333,5433.021806850001,26112.0,99328.0,18.317757009345794,7.02,13.51,10.94,7.11,30.74,0.28,21.02,42.0,128.0,5.39,0.06,
flower_500,"void unnamed>::InverseDctFactoredKernel<32, 16, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.006170666666666667,0.12110059850660693,3872.0,1253.9600550999999,5421.487603310001,11776.0,76544.0,22.8099173553719,8.77,20.4,7.86,6.12,4.16,0.21,20.83,40.0,4224.0,0.91,0.0,
flower_500,"void unnamed>::ForwardDctFactoredKernel<16, 8, unnamed>::AqDctImageSource<16>>(T3, float *, unsigned long long)",1.0,0.005968,0.1171232236204781,7232.0,1269.72713864,5451.32743363,76160.0,83328.0,22.053097345132745,8.43,4.8,2.74,1.36,4.58,0.05,5.02,30.0,2176.0,15.02,0.01,
flower_500,"void unnamed>::EncodeResidentCoefficientsShapeKernel<16, 8, 128, 1>(const CudaAqAnchor *, const float *, const int *, const signed char *, const signed char *, const float *, int *, float *, float *, int *, float *, const unsigned char *, const unsigned int *, const float *, unsigned int *, CudaAqExactBatch, CudaAqResidentParams)",1.0,0.005839833333333333,0.11460792650910222,6528.0,1268.4844771199998,5490.19607843,20864.0,38144.0,9.03921568627451,3.43,6.15,5.54,3.15,11.4,0.11,10.09,40.0,128.0,3.31,0.01,
flower_500,"void unnamed>::InverseDctFactoredKernel<16, 16, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.0057603333333333335,0.11304772270919806,3680.0,1252.4456521700001,5426.08695652,8448.0,124160.0,36.03478260869565,13.84,16.76,12.07,5.85,6.2,0.14,13.86,40.0,4352.0,1.78,0.07,
flower_500,"unnamed>::ResidentPolicyUpdateKernel(float *, const float *, const float *, const float *, float *, const unsigned int *, unsigned int *, CudaAqResidentPolicyParams)",2.0,0.005573333333333333,0.109377809368543,3360.0,1256.74603175,5333.33333333,39680.0,10496.0,14.933333333333334,5.83,4.5,3.3,6.78,15.78,0.16,14.84,19.0,0.0,3.27,0.0,
flower_500,"void unnamed>::InverseDctFactoredKernel<8, 16, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.005141333333333334,0.10089972079547889,3392.0,1245.28301887,5433.96226415,7424.0,179328.0,55.056603773584904,21.11,17.66,8.7,5.84,7.44,0.13,12.7,40.0,2304.0,1.87,0.07,
flower_500,"void unnamed>::InverseDctFactoredKernel<16, 8, const float *, unnamed>::AqDctImageOutput>(T3, T4, unsigned long long)",2.0,0.005035,0.09881290732726326,3136.0,1263.3928571400002,5551.0204081599995,7680.0,63232.0,22.612244897959183,8.49,14.85,6.27,3.52,4.58,0.14,13.89,39.0,2176.0,1.63,0.04,
flower_500,"unnamed>::FuzzyErosionKernel(const float *, float *, float *, unsigned int *, CudaAqGeometry, float, float, float, float)",1.0,0.004976166666666666,0.0976582910979841,5664.0,1263.30037665,5423.72881356,15104.0,35456.0,8.926553672316384,3.43,9.05,3.77,11.74,16.0,0.38,31.76,40.0,0.0,0.68,0.0,
flower_500,"void unnamed>::ForwardDctFactoredKernel<8, 16, unnamed>::AqDctImageSource<8>>(T3, float *, unsigned long long)",1.0,0.0045386666666666665,0.08907226389725367,4768.0,1256.7114094,5440.71588367,121216.0,147584.0,56.375838926174495,21.59,9.38,6.31,4.05,7.45,0.11,11.46,40.0,2304.0,4.67,0.0,
flower_500,"void unnamed>::ForwardDctFactoredKernel<16, 32, unnamed>::AqDctImageSource<16>>(T3, float *, unsigned long long)",1.0,0.004474833333333334,0.0878195216428233,5312.0,1252.88654618,5397.590361449999,207360.0,48768.0,48.21686746987952,18.61,13.79,9.36,7.02,6.21,0.2,19.56,56.0,4352.0,2.1,0.01,
flower_500,"void unnamed>::ForwardDctFactoredKernel<16, 16, unnamed>::AqDctImageSource<16>>(T3, float *, unsigned long long)",1.0,0.003744166666666667,0.07348003850072723,4576.0,1248.90734266,5482.51748252,187520.0,112128.0,65.48251748251748,24.88,11.61,9.77,4.89,6.16,0.12,11.76,40.0,4352.0,4.26,0.01,
flower_500,"unnamed>::ResidentPolicyInitializeKernel(const float *, float *, float *, unsigned int *, CudaAqResidentPolicyParams)",1.0,0.0023893333333333336,0.04689115655225576,2720.0,1257.84313725,5458.8235294099995,18816.0,16000.0,12.8,4.89,2.93,2.11,0.49,15.82,0.04,3.71,16.0,0.0,16.32,0.0,
flower_500,"unnamed>::ReducePositiveRangeKernel(const float *, unsigned int, float *, unsigned int *)",1.0,0.001712,0.03359835101177253,2304.0,1255.0636574100001,5481.481481479999,2816.0,0.0,1.2222222222222223,0.46,7.76,2.09,1.17,15.41,0.07,6.44,16.0,0.0,6.82,0.0,
flower_500,unnamed>::InitializePositiveRangeKernel(float *),1.0,0.0014079999999999997,0.02763228868257928,1888.0,1256.00282486,5423.72881356,2560.0,0.0,1.3559322033898304,0.52,0.87,0.92,0.07,2.03,0.03,3.05,16.0,0.0,0.0,0.0,
